ORG_ID,HALF_YEAR,YEAR,PUBLIC,SECTOR,PROTEST,TARGET,ADV_USD,FX,ADV_NIS,INCOME,SALIENCE
271,2012h1,2012,0,tourism,1,0,4357728,3.799658537,16557878.4,1100000000,1256
273,2010h1,2010,0,housing,0,0,85394,3.760616667,321134.0996,117650000,0
273,2010h2,2010,0,housing,0,0,172522,3.704344,639080.8356,117650000,0
273,2011h1,2011,0,housing,0,0,109066,3.523876033,384335.0634,129500000,0
273,2011h2,2011,0,housing,1,0,28293,3.633398374,102799.7402,129500000,0
273,2012h1,2012,0,housing,1,0,475015,3.799658537,1804894.8,87400000,0
274,2010h1,2010,0,food,0,0,40466385,3.760616667,152178561.9,1280000000,435
274,2010h2,2010,0,food,0,0,40901767,3.704344,151514215.2,1280000000,500
274,2011h1,2011,0,food,0,0,39767819,3.523876033,140136864.3,1507550000,436
274,2011h2,2011,0,food,1,0,35361794,3.633398374,128483484.8,1507550000,547
274,2012h1,2012,0,food,1,0,36978108,3.799658537,140504183.7,1177200000,506
275,2010h1,2010,0,finance,0,1,11081471,3.760616667,41673164.53,3984850000,414
275,2010h2,2010,0,finance,0,1,11126620,3.704344,41216828.04,3984850000,499
275,2011h1,2011,0,finance,0,1,10537186,3.523876033,37131737.2,4308600000,800
275,2011h2,2011,0,finance,1,1,10961528,3.633398374,39827598.01,4308600000,796
275,2012h1,2012,0,finance,1,1,10688314,3.799658537,40611943.53,4612800000,453
281,2010h1,2010,1,ministry,0,1,2341177,3.760616667,8804269.246,109850000,102
281,2010h2,2010,1,ministry,0,1,1337512,3.704344,4954604.552,109850000,119
281,2011h1,2011,1,ministry,0,1,233316,3.523876033,822176.6605,120100000,159
281,2011h2,2011,1,ministry,1,1,932548,3.633398374,3388318.387,120100000,141
281,2012h1,2012,1,ministry,1,1,549536,3.799658537,2088049.154,145850000,153
